target_id	length	replicate_1	replicate_2	replicate_3	replicate_4
ENSCGRG00015012460	5163	0.0690037	0.0608647	0.128262	0.0817988
ENSCGRG00015012461	264	0	0	0	0
ENSCGRG00015012462	1622	25.70746	26.63654	27.83728	26.59717
ENSCGRG00015012463	567	0	0	0	0
ENSCGRG00015012464	1608	0.320019	0.556789	0.382941	0.411207
ENSCGRG00015012465	711	0	0	0	0
ENSCGRG00015012466	522	0	0	0	0
ENSCGRG00015012467	333	152.846	155.291	158.994	150.275
ENSCGRG00015012470	897	0	0	0	0
ENSCGRG00015012471	4437	0	0	0	0
ENSCGRG00015012472	2946	51.626879	50.7911	50.268284	54.66675
ENSCGRG00015012473	1020	0	0	0	0
ENSCGRG00015012474	4776	0.0125182	0.0153136	0.0465346	0.0383314
ENSCGRG00015012475	1251	3.52701	3.66656	3.17828	4.02728
ENSCGRG00015012476	585	0	0	0	0
ENSCGRG00015012477	915	0	0	0	0
ENSCGRG00015012478	3267	0.958436	1.19445	0.995775	1.04954
ENSCGRG00015012480	1147	14.00352	16.79285	17.28003	15.11524
ENSCGRG00015012481	447	0	0	0	0
ENSCGRG00015012482	1074	130.300141	135.8497	129.6181	130.486108
ENSCGRG00015012483	1651	77.5295	85.0937	86.98905	84.6363
ENSCGRG00015012484	1674	0	0	0.0371365	0
ENSCGRG00015012485	393	0	0	0	0
ENSCGRG00015012487	6157	0.0195914	0.0239615	0.0273247	0
ENSCGRG00015012488	534	0	0	0	0
ENSCGRG00015012489	543	0	0	0	0
ENSCGRG00015012492	783	0	0	0.100125	0.348275
ENSCGRG00015012495	1509	0.090339	0	0	0
ENSCGRG00015012496	5527	12.039086	12.898163	12.015481	12.016059
ENSCGRG00015012498	852	4.55824	4.59588	3.98471	4.01209
ENSCGRG00015012499	420	0	0	0	0
ENSCGRG00015012500	666	1.78527	1.81817	2.17868	2.36838
ENSCGRG00015012501	1098	0	0	0	0
ENSCGRG00015012502	1668	0	0	0	0
ENSCGRG00015012507	7612	7.83286	8.4748	8.32181	8.41994
ENSCGRG00015012508	2367	0.0804201	0	0.6419034	1.381833
ENSCGRG00015012509	891	135.054	128.03	125.916	133.471
ENSCGRG00015012510	4767	9.366215	11.2933	9.385589	9.202058
ENSCGRG00015012511	5268	0	0	0	0
ENSCGRG00015012512	468	0	0	0	0
ENSCGRG00015012513	435	16.8841	19.0955	19.1384	15.0791
ENSCGRG00015012514	1371	57.44844	58.364254	59.229594	56.722316
ENSCGRG00015012515	2194	0.146001	0.24949	0.162941	0.159643
ENSCGRG00015012516	990	94.7905	107.949	105.309	103.696
ENSCGRG00015012517	456	0	0	0	0
ENSCGRG00015012519	426	0	0	0	0
ENSCGRG00015012521	1248	0	0	0	0
ENSCGRG00015012522	3557	7.90229	7.87966	7.13825	8.11101
ENSCGRG00015012523	303	250.09015	246.01999	251.20432	285.85931
ENSCGRG00015012524	426	0	0	0	0
ENSCGRG00015012526	2327	13.13102	12.55987	12.01418	14.15511
ENSCGRG00015012527	4267	0.042321	0	0	0.0309166
ENSCGRG00015012528	2169	0	0	0.0275123	0
ENSCGRG00015012529	381	0	0	0	0
ENSCGRG00015012530	1053	106.4	111.217	111.315	113.027
ENSCGRG00015012534	174	0	0	0	0
ENSCGRG00015012536	1095	0	0	0	0.0733745
ENSCGRG00015012537	3516	23.5055	24.4134	26.6054	20.0443
ENSCGRG00015012538	627	0	0	0	0
ENSCGRG00015012539	5163	0.0230617	0	0.0107156	0.0379202
ENSCGRG00015012541	1656	0	0	0	0
ENSCGRG00015012542	414	0	0	0	0
ENSCGRG00015012544	1273	4.89773	4.87398	6.58141	5.03211
ENSCGRG00015012546	4806	7.02616	6.98269	7.46575	7.26487
ENSCGRG00015012547	6235	0.555526	0.591662	0.50666	0.45116407589
ENSCGRG00015012548	1096	57.962094	60.7099	56.6433	57.371106
ENSCGRG00015012550	975	0.866121	0.763797	1.17418	1.53879
ENSCGRG00015012551	990	0	0.0935437	0	0
ENSCGRG00015012552	4391	5.51461	5.17174	5.2015	5.51838
ENSCGRG00015012553	411	0	0	0	0
ENSCGRG00015012554	3305	6.64727	6.72074	6.96427	7.683673
ENSCGRG00015012555	2381	0.814028	1.15186	1.0977	0.92234
ENSCGRG00015012556	1867	4.17592	3.719	5.69876	4.13865
ENSCGRG00015012558	4920	17.87738	18.956204	18.681400907751	17.951700469285
ENSCGRG00015012559	2407	0	0	0.024464	0
ENSCGRG00015012560	1215	2.36095	1.7222	2.08871	1.60664
ENSCGRG00015012562	456	0	0	0	0
ENSCGRG00015012563	3348	0.0197783	0.048343	0	0
ENSCGRG00015012565	2499	13.921869	14.43412	13.961149	16.03349
ENSCGRG00015012566	4279	25.7549	26.8451	26.6572	27.3501
ENSCGRG00015012567	1509	0.091809	0.0559058	0.042602	0.0998143
ENSCGRG00015012568	1374	49.816	49.7252	53.5375	51.1591
ENSCGRG00015012569	1832	7.48816	8.735106	8.4064	7.1574
ENSCGRG00015012570	3834	1.708356	2.545398	1.91285	1.941606
ENSCGRG00015012571	1593	0.0423307	0	0.0393914	0
ENSCGRG00015012573	1797	0.138102	0.0510926	0.0734785	0.173996
ENSCGRG00015012575	948	5.9007	5.57242	5.23208	4.27604
ENSCGRG00015012576	363	0	0	0	0
ENSCGRG00015012577	426	0	0	0	0
ENSCGRG00015012578	1302	10.2813	10.2037	8.01063	8.90282
ENSCGRG00015012579	2436	0	0	0	0.0851896
ENSCGRG00015012580	3636	23.418911	25.967275	22.496689	23.224118
ENSCGRG00015012581	1047	42.6539	44.5607	39.9438	45.7373
ENSCGRG00015012582	375	0	0	0	0
ENSCGRG00015012584	2220	60.720987	61.621556	60.6079	61.0365
ENSCGRG00015012585	3570	0.905526	1.00467	1.13823	1.25734
ENSCGRG00015012586	2625	0	0.0291765	0.02221	0.0261383
ENSCGRG00015012587	405	0	0	0	0
ENSCGRG00015012588	1086	0	0	0	0
ENSCGRG00015012590	1869	0	0	0	0
ENSCGRG00015012591	2373	6.719393	7.019761	8.147035	7.502673359
ENSCGRG00015012592	1036	88.6164	89.3099	89.0662	96.9322
ENSCGRG00015012593	1359	27.119534	29.66633	26.877264	25.629381
ENSCGRG00015012594	444	0	0	0	0
ENSCGRG00015012595	987	0.0774449	0	0	0
ENSCGRG00015012596	492	1.2342	0	0.919441	1.06113
ENSCGRG00015012597	465	0	0	0	0
ENSCGRG00015012598	2550	6.09149	4.749484	6.41683	5.53709
ENSCGRG00015012600	1497	10.079	10.7757	9.72011	8.9055
ENSCGRG00015012601	531	488.331	455.588	480.155	477.416
ENSCGRG00015012602	333	0	0	0	0
ENSCGRG00015012604	3151	38.543688	40.70203	39.246878	39.03855
ENSCGRG00015012605	1169	1.36398	1.58226	1.96331	2.42916
ENSCGRG00015012606	288	0	0	0	0
ENSCGRG00015012607	987	0	0	0	0
ENSCGRG00015012608	2184	10.1557	11.1776	9.60888	9.56386
ENSCGRG00015012609	1806	0.0365119	0.0445225	0.0339679	0
ENSCGRG00015012612	927	0.0843652	0	0	0.0915254
ENSCGRG00015012615	1092	0	0	0	0
ENSCGRG00015012616	1065	41.9843	46.2112	44.137	43.436
ENSCGRG00015012617	1620	16.597	17.6462	19.8841	16.4403
ENSCGRG00015012618	1887	0.221907	0.249877	0.180001	0.0998783
ENSCGRG00015012619	3945	22.4095	25.6966	23.7369	24.0309
ENSCGRG00015012620	423	0	0	0	0
ENSCGRG00015012621	939	0.165773	0	0.154518	0.0899372
ENSCGRG00015012622	1029	0	0	0	0
ENSCGRG00015012624	3417	36.40324	37.50107	38.0504	36.8184
ENSCGRG00015012625	5076	18.31755	19.59499	18.6969133	19.24207
ENSCGRG00015012629	1248	25.9292	26.4718	26.7819	23.6375
ENSCGRG00015012630	876	3.5606	3.97881	3.23475	3.95797
ENSCGRG00015012631	1185	0	0	0	0
ENSCGRG00015012633	1554	0.0469695	0.932168	0.608819	0.153685
ENSCGRG00015012634	1923	24.53126	25.56204	24.55486	24.36916
ENSCGRG00015012635	225	127.807	108.994	146.972	139.755
ENSCGRG00015012636	999	268.058643	279.04358	277.06359	282.86961
ENSCGRG00015012637	1805	0.04556215	0.05548992	0.135959	0.119722
ENSCGRG00015012638	3399	0	0	0	0
ENSCGRG00015012639	582	0.853609	0.409352	0.159265	0
ENSCGRG00015012640	2465	86.6153	88.4494	87.5462	89.1606
ENSCGRG00015012641	1665	0.0401669	0.0489555	0.0373743	0.0877026
ENSCGRG00015012642	1706	952.39159	939.3115	893.15482	979.87762
ENSCGRG00015012643	375	0	0	0	0
ENSCGRG00015012645	2624	212.0498	216.06584	206.76758	210.18697
ENSCGRG00015012646	954	0	0	0	0
ENSCGRG00015012647	14232	0.319813	0.302431	0.270777	0.270988
ENSCGRG00015012648	2772	0	0	0.0209108	0.0246158
ENSCGRG00015012649	939	0	0	0	0
ENSCGRG00015012650	1600	26.23464	26.8868	27.54762	26.28921
ENSCGRG00015012651	1797	2.64421	2.866	2.22083	2.84806
ENSCGRG00015012652	1224	0	0	0	0
ENSCGRG00015012653	2884	55.81575	58.74826	60.69406	58.00978
ENSCGRG00015012654	1875	0	0	0	0
ENSCGRG00015012655	2919	6.70762	10.71048	8.57329	9.47744
ENSCGRG00015012656	870	0	0	0	0
ENSCGRG00015012657	387	190.136	170.233	162.20717	181.242
ENSCGRG00015012658	1002	0	0	0.0707226	0
ENSCGRG00015012660	2698	12.2351	12.7664	11.5051	14.1759
ENSCGRG00015012662	1574	0	0	0	0
ENSCGRG00015012665	975	0.158793	0	0.0740606	0.0869953
ENSCGRG00015012666	3498	29.4896	32.95717	30.48908	32.7124
ENSCGRG00015012667	1350	0	0	0	0
ENSCGRG00015012668	570	0	0	0	0
ENSCGRG00015012669	693	0	0	0	0
ENSCGRG00015012671	2934	3.86681	4.87977	4.00747	3.81661
ENSCGRG00015012672	1380	0	0	0	0
ENSCGRG00015012674	1314	0	0	0	0.11659
ENSCGRG00015012676	4659	0.0622656	0.0380694	0.0144684	0.0704221
ENSCGRG00015012677	5806	16.528458	18.450552	17.61652	16.625685
ENSCGRG00015012679	1232	4.66062	3.98172	6.17279	2.95516
ENSCGRG00015012680	948	0	0	0	0
ENSCGRG00015012681	1200	0	0	0.0558422	0
ENSCGRG00015012682	243	0	0	0	0
ENSCGRG00015012683	3123	27.03607	27.50119	28.76765	27.16309
ENSCGRG00015012684	1305	0.708536	1.54743	1.03957	2.08273
ENSCGRG00015012685	309	265.925	280.191	269.69	277.65
ENSCGRG00015012686	1140	0	0	0.0596451	0
ENSCGRG00015012688	1692	35.31482	32.96726	33.05833	36.70626683
ENSCGRG00015012689	1176	0	0	0	0
ENSCGRG00015012692	2609	8.030195	8.18528	10.353749	9.83863
ENSCGRG00015012693	6461	9.389368	10.737786	10.843526	10.4226069712
ENSCGRG00015012694	3514	0.0173679	0.0212325	0	0.0190227
ENSCGRG00015012695	1845	54.606483	51.87818	54.35756	53.50063
ENSCGRG00015012696	1682	6.56201	9.68635	8.32961	6.64849
ENSCGRG00015012697	1060	32.3882	31.7951	32.4729	29.5439
ENSCGRG00015012698	1242	32.2626	30.5756	33.2498	33.0727
ENSCGRG00015012700	1512	0	0	0	0
ENSCGRG00015012701	873	0	0	0	0
ENSCGRG00015012702	1038	0	0	0	0
ENSCGRG00015012703	1782	7.594987	5.98012	7.2905032194315	5.9523597
ENSCGRG00015012704	1368	23.6682	26.08	25.4921	23.1921
ENSCGRG00015012705	2493	0.0252965	0	0.0235223	0
ENSCGRG00015012706	1101	16.840869	24.1433701144725	24.824505	24.000055
ENSCGRG00015012708	198	0	0	0	0
ENSCGRG00015012709	1512	1.57214	1.3703	1.8689	2.1523
ENSCGRG00015012711	1530	0	0	0	0
ENSCGRG00015012712	2859	0	0	0	0
ENSCGRG00015012713	1593	0	0	0	0
ENSCGRG00015012714	2154	22.2101	27.4047	24.496927	25.0561
ENSCGRG00015012716	516	473.018	436.073	464.384	437.328
ENSCGRG00015012719	444	0	0	0	0
ENSCGRG00015012721	1068	16.1101	13.0995	15.797	12.139263
ENSCGRG00015012723	8809	8.566671917	9.4108025059	8.923363	8.780506404
ENSCGRG00015012724	1089	24.06102	27.08311	22.39774	27.89215
ENSCGRG00015012725	399	0	0	0	0
ENSCGRG00015012727	1362	11.6169	10.5879	11.5767	9.59459
ENSCGRG00015012728	1956	0	0	0	0
ENSCGRG00015012731	1982	1.001944	0.845866	0.982702	0.9135330279348
ENSCGRG00015012733	291	2.38533	0	1.11135	2.59006
ENSCGRG00015012734	444	0	0	0	0
ENSCGRG00015012735	1938	0	0	0	0
ENSCGRG00015012737	3188	1.4141469	1.315077	1.242389	1.3024555
ENSCGRG00015012738	1350	115.477	112.762	116.366	118.307
ENSCGRG00015012741	1527	1.69212	1.8442	1.65767	1.94336
ENSCGRG00015012743	3918	2.9928899	3.25974146658768	2.909249	3.167635
ENSCGRG00015012744	1654	3.3336018	3.7072509	4.0512828	3.091211
ENSCGRG00015012746	1855	306.6707	295.4932	289.682	306.9785
ENSCGRG00015012747	1473	69.8058	71.5855	68.5201	71.4735
ENSCGRG00015012749	609	0	0	0	0
ENSCGRG00015012750	3138	1.19768	1.48774	1.89826	1.65534
ENSCGRG00015012751	3958	8.02443	8.56043	9.37615	9.46144
ENSCGRG00015012752	3576	0	0	0	0
ENSCGRG00015012753	273	0	0	0	0
ENSCGRG00015012754	999	0	0	0	0
ENSCGRG00015012755	453	0	0.312091	0	0.280876
ENSCGRG00015012756	360	40.0045	40.4311	46.3136	44.1379
ENSCGRG00015012757	1692	0	0.306182	0.11001	0.0548467
ENSCGRG00015012758	906	0.0870909	0.210983	0.324781	0
ENSCGRG00015012760	3676	4.432933	4.091398	4.46818	3.830411
ENSCGRG00015012761	267	0	0	0	0
ENSCGRG00015012762	3639	0.0334522	0.0204496	0	0.0183214
ENSCGRG00015012763	2091	0.0963963	0.293919	0.134633	0.328054
ENSCGRG00015012764	930	0	0	0	0
ENSCGRG00015012765	567	1.24825	2.66991	1.6627	1.53272
ENSCGRG00015012766	2193	0	0.0397053	0.0764378	0.0812792
ENSCGRG00015012767	1110	21.3437	24.2329	24.5138	25.4503
ENSCGRG00015012768	300	52.8114	44.6878	53.1324	46.0207
ENSCGRG00015012769	1808	25.132381	22.647729	24.950219	26.0733058
ENSCGRG00015012770	930	0	0	0	0
ENSCGRG00015012771	960	0	0	0	0
ENSCGRG00015012772	3456	21.9797	24.0376	22.2228	21.9812
ENSCGRG00015012773	884	1.6225	2.51015	2.94126	2.44271
ENSCGRG00015012774	656	56.5565	53.6469	62.6144	45.918
ENSCGRG00015012775	1596	0.464619167	0.169074	0.129216	0.100958
ENSCGRG00015012777	201	0	0	0	0
ENSCGRG00015012778	1876	48.2785	53.3441	49.0062	47.4793
ENSCGRG00015012779	930	0	0	0	0
ENSCGRG00015012780	273	0.679104	0	2.52852	0.739203
ENSCGRG00015012782	1470	0.559454	1.07869	0.824452	1.06787
ENSCGRG00015012783	3951	0	0	0	0
ENSCGRG00015012784	4077	0	0	0	0
ENSCGRG00015012785	1770	0	0	0	0
ENSCGRG00015012786	387	0.764278	0.903804	1.42091	0.832463
ENSCGRG00015012787	2834	6.67276	6.03397	5.77527	6.79923
ENSCGRG00015012788	978	0	0	0	0
ENSCGRG00015012789	747	0	0	0	0
ENSCGRG00015012790	3873	0	0	0	0
ENSCGRG00015012791	870	52.7593	50.0617	58.5337	63.6914
ENSCGRG00015012792	1053	66.7663	60.3504	68.6951	63.7709
ENSCGRG00015012793	888	0	0	0	0
ENSCGRG00015012794	4413	0	0	0	0
ENSCGRG00015012796	2148	0	0	0	0
ENSCGRG00015012797	927	0	0	0	0
ENSCGRG00015012798	654	67.5788	72.434	69.3798	73.5475
ENSCGRG00015012799	2250	28.2665	27.4381	27.0793	29.8249
ENSCGRG00015012800	2512	527.70345	534.683335	546.580733	548.65168
ENSCGRG00015012803	252	2687.53	2600.54	2782.33	2452.24
ENSCGRG00015012804	837	0.148767	0.183787	0.14762	0.152779
ENSCGRG00015012805	1212	33.965233	37.531489	34.712548	36.200274
ENSCGRG00015012807	738	21.3335	17.1123	16.5181	17.2253
ENSCGRG00015012808	1896	0.954118	0.647721	0.594333	0.563714
ENSCGRG00015012809	1692	48.3972	51.4023	48.0378	45.6991
ENSCGRG00015012810	1737	0	0	0	0
ENSCGRG00015012811	1074	0.681849	0.706872	0.580275	0.677167
ENSCGRG00015012812	2721	11.509828	10.784167	11.8124577	13.526662
ENSCGRG00015012813	2073	0	0	0	0
ENSCGRG00015012814	1696	4.63762	3.88045	4.42473	5.36403
ENSCGRG00015012815	2874	11.10298	10.63569	8.52802	13.7525
ENSCGRG00015012816	972	8.69736	8.72424	9.80144	7.38249
ENSCGRG00015012817	9198	11.7943	13.3941	12.6333	12.2235
ENSCGRG00015012818	360	0	0	0	0
ENSCGRG00015012820	1284	4.31085	4.19128	4.35051	5.20755
ENSCGRG00015012821	300	0	0	0	0
ENSCGRG00015012822	5817	0	0	0	0
ENSCGRG00015012825	1395	0	0	0	0.0541771
ENSCGRG00015012827	903	0.0874934	0	0	0
ENSCGRG00015012828	9882	0.0470221	0.0359835	0.0436865	0.0193451
ENSCGRG00015012829	237	0	0	0	0
ENSCGRG00015012831	2082	0	0	0	0
ENSCGRG00015012832	1462	18.0213	21.3161	17.3849	18.6318
ENSCGRG00015012834	7803	19.146528	22.5542	22.101947	20.29014
ENSCGRG00015012835	870	33.8039	34.0734	35.5869	32.4164
ENSCGRG00015012836	318	0	0	0	0
ENSCGRG00015012837	1281	0	0	0	0.0601581
ENSCGRG00015012838	1302	13.6904	13.2977	12.5953	13.3248
ENSCGRG00015012839	672	31.4131	24.1258	26.4082	25.5436
ENSCGRG00015012841	2898	147.387491	148.493299	149.95809	148.599898
ENSCGRG00015012844	1561	1.437539	1.21522	1.93726	2.04203
ENSCGRG00015012845	11766	0.0245782	0.0300972	0.00913347	0.0539357
ENSCGRG00015012847	2214	41.810831	42.496228	41.8685239	40.041432
ENSCGRG00015012848	444	0	0	0	0
ENSCGRG00015012849	921	0	0	0	0
ENSCGRG00015012850	4141	4.99529	5.21663	5.03381	5.9261
ENSCGRG00015012851	3222	0	0.0256469	0	0.0459539
ENSCGRG00015012853	4227	0	0	0	0
ENSCGRG00015012855	627	12.25	14.3536	11.281	13.6695
ENSCGRG00015012856	3507	0	0	0	0
ENSCGRG00015012857	882	0	0	0	0
ENSCGRG00015012858	1845	0	0	0	0
ENSCGRG00015012859	726	0	0	0	0
ENSCGRG00015012861	837	8.03342	4.41088	5.75719	4.27781
ENSCGRG00015012862	1153	4.90266	5.54992	3.753379	6.524708
ENSCGRG00015012863	1443	0	0	0	0
ENSCGRG00015012864	1895	17.422933	17.013578	18.07309	18.4569
ENSCGRG00015012865	1788	0	0	0	0
ENSCGRG00015012867	5016	0	0	0.0110467	0
ENSCGRG00015012868	2266	147.774	149.615	153.966	148.431
ENSCGRG00015012869	2145	0	0	0	0
ENSCGRG00015012871	1863	4.761346	4.38093	3.835241	4.11671
ENSCGRG00015012873	993	0	0	0	0
ENSCGRG00015012874	561	132.745	120.834	130.701	126.743
ENSCGRG00015012876	3418	2.591355	3.429804	3.43739	3.309979
ENSCGRG00015012878	960	0	0	0	0
ENSCGRG00015012879	2015	19.06664	18.0467	19.36578	19.84484
ENSCGRG00015012880	5417	94.3095	102.35	97.4657	100.0565
ENSCGRG00015012882	1236	0	0	0	0
ENSCGRG00015012883	876	39.4405	39.4566	35.8376	41.7566
ENSCGRG00015012885	729	0	0	0	0
ENSCGRG00015012886	960	0	0	0	0
ENSCGRG00015012887	1101	0	0	0	0
ENSCGRG00015012888	291	0	0	0	0
ENSCGRG00015012889	903	0	0	0	0
ENSCGRG00015012890	2573	1443.91622	1402.58596	1430.66771	1409.57861
ENSCGRG00015012892	2124	0.0302947	0.0369719	0	0
ENSCGRG00015012895	1767	0	0	0	0
ENSCGRG00015012896	1154	8.1411	9.21407	8.73074	8.92678
ENSCGRG00015012898	2568	0	0	0	0
ENSCGRG00015012899	2352	15.0033	14.7816	15.9463	16.8673
ENSCGRG00015012900	1828	6.40814	6.80484	6.96626	6.48885
ENSCGRG00015012901	2338	20.0862	22.2337	22.2934	23.0989
ENSCGRG00015012903	1104	0	0	0	0
ENSCGRG00015012904	276	0	0	0	0
ENSCGRG00015012905	1152	0	0	0	0
ENSCGRG00015012906	576	2.95245	2.70609	2.42966	2.42659
ENSCGRG00015012907	2957	7.531152	7.521702	7.753081	7.95828
ENSCGRG00015012908	1470	18.162671	18.581853	17.545245	18.7111285
ENSCGRG00015012909	1715	7.25371	6.85646	7.25426	6.77702
ENSCGRG00015012910	294	0	0	0	0
ENSCGRG00015012911	5218	4.51363	4.86167	4.65178	4.40139
ENSCGRG00015012912	1155	0.12593	0	0	0
ENSCGRG00015012913	5367	0.0110706	0.0270907	0.0205753	0.0242726
ENSCGRG00015012914	3807	6.164991	7.112061047663	6.273431	7.131842
ENSCGRG00015012915	3581	58.223051	62.861013	64.034103	62.615605
ENSCGRG00015012917	2146	2.86064	3.70337	3.34979	3.06274
ENSCGRG00015012919	2952	0.105796	0.0643633	0.1600322	0.0459539
ENSCGRG00015012920	1125	0	0.0791296	0	0
ENSCGRG00015012921	3866	3.9042000574	4.92738	3.912851	3.84352
ENSCGRG00015012922	318	0	0	0	0
ENSCGRG00015012923	7287	0.0724255	0.0197003	0.0448628	0.0441287
ENSCGRG00015012924	2018	5.88007	5.57229	4.93978	6.31674
ENSCGRG00015012925	1386	22.0889	28.4107	22.5205	27.9581
ENSCGRG00015012926	2124	6.516700962515	7.09001	6.97597127374	7.62808347672
ENSCGRG00015012927	1728	0.0384472	0	0	0
ENSCGRG00015012929	3933	0	0.0188177	0.0286059	0.0168595
ENSCGRG00015012932	939	0	0	0	0
ENSCGRG00015012933	3145	9.96958	12.0407	10.8885	12.1813
ENSCGRG00015012934	909	0	0	0	0
ENSCGRG00015012935	896	0	0	0	0
ENSCGRG00015012936	2463	14.18084	14.26333	14.72527	13.32977
ENSCGRG00015012937	522	18.4557	18.378	14.34	15.8399
ENSCGRG00015012938	378	0	0	0	0
ENSCGRG00015012940	1428	9.21767	10.35078	8.95913	11.32905
ENSCGRG00015012941	1188	0.303672	0.0738212	0.282817	0.396673
ENSCGRG00015012943	924	0.169489	0.102681	0	0.0919318
ENSCGRG00015012944	285	0	0	0	0
ENSCGRG00015012945	1164	0	0	0	0
ENSCGRG00015012946	369	7.95204	12.1572	17.6469	12.2188
ENSCGRG00015012947	951	0	0	0.227764	0
ENSCGRG00015012948	1845	8.57735	8.06331	9.51502	8.380247
ENSCGRG00015012949	3025	3.3317064	3.1862117	2.8230055	3.1847981
ENSCGRG00015012950	1743	0.114178	0.0927996	0.10623	0.207814
ENSCGRG00015012951	948	0	0	0	0
ENSCGRG00015012952	2283	0	0	0	0
ENSCGRG00015012953	63	0	0	0	0
ENSCGRG00015012955	2388	0	0	0	0
ENSCGRG00015012957	582	688.179	680.138	668.754	710.013
ENSCGRG00015012958	1479	0.0462779	0.112716	0.0861442	0.100958
ENSCGRG00015012959	1363	16.9749	17.9832	19.6102	17.7787
ENSCGRG00015012960	3909	0	0	0	0
ENSCGRG00015012961	1000	82.1781	79.0996	78.0758	87.3593
ENSCGRG00015012962	954	0	0	0	0
ENSCGRG00015012964	3435	0	0.021759	0	0
ENSCGRG00015012967	951	0	0	0	0
ENSCGRG00015012968	4293	0.0280323	0.0514278	0.0260531	0
ENSCGRG00015012969	5814	0	0	0	0
ENSCGRG00015012973	1338	88.11241	99.34608	86.39548	87.87078
ENSCGRG00015012977	1260	14.4325	17.4154	15.3811	16.3342
ENSCGRG00015012980	873	0.525642	0.695682	0.367879	0.111771
ENSCGRG00015012981	435	0	0	0	0
ENSCGRG00015012982	951	0	0	0	0
ENSCGRG00015012983	300	3.93276	3.32994	3.13977	3.0473
ENSCGRG00015012984	1425	25.1766	25.936	27.8513	23.7053
ENSCGRG00015012985	1560	0.132415	0.0835666	0.257758	0.295823
ENSCGRG00015012986	3405	10.068099	10.585875	11.10263	11.533659
ENSCGRG00015012987	2692	7.1240234	7.83187	8.05619	7.6265
ENSCGRG00015012988	699	1.14624	1.5345	0.713151	1.78609
ENSCGRG00015012989	1065	27.9195	30.3261	28.1642	32.2537
ENSCGRG00015012990	1221	10.266186	11.54076	10.44007	11.08716
ENSCGRG00015012992	3845	20.22079	22.68942	22.02079	21.46891
ENSCGRG00015012993	4272	0	0	0	0
ENSCGRG00015012994	951	0	0	0	0
ENSCGRG00015012995	2289	0	0	0.025886	0
ENSCGRG00015012996	936	0	0	0	0
ENSCGRG00015012997	1980	0	0	0	0
ENSCGRG00015012999	2595	2.387364	2.33496	2.64305	3.16594
ENSCGRG00015013000	1740	2.89835	2.51063	2.59016	2.91525
ENSCGRG00015013001	933	6.18767	6.99187	7.40494	6.62281
ENSCGRG00015013002	951	0	0	0	0
ENSCGRG00015013004	933	0	0	0	0
ENSCGRG00015013005	327	0	0	0	0
ENSCGRG00015013006	1473	0	0	0	0
ENSCGRG00015013007	1800	0.0366538	0.178779	0.136401	0.320288
ENSCGRG00015013008	318	0	0	0	0
ENSCGRG00015013009	1121	24.475	29.1738	28.1634	31.0381
ENSCGRG00015013012	951	0	0	0	0
ENSCGRG00015013014	180	0	0	0	5.10434
ENSCGRG00015013015	2644	13.7637808	11.8096	14.3521203	15.29324
ENSCGRG00015013016	408	0	0	0	0
ENSCGRG00015013019	384	0	0	0	0
ENSCGRG00015013021	345	0	0	0	0
ENSCGRG00015013022	924	0	0	0	0
ENSCGRG00015013023	2258	0	0	0.0262875	0
ENSCGRG00015013024	786	0	0	0	0
ENSCGRG00015013026	1247	5.86158	5.12021	4.61348	5.30078
ENSCGRG00015013027	3315	0	0	0	0.0202571
ENSCGRG00015013028	2571	57.13279	62.11212	59.80628	63.79533
ENSCGRG00015013029	1287	0	0	0.0511164	0
ENSCGRG00015013031	2268	0	0	0	0
ENSCGRG00015013033	6946	9.0812232	9.32321	8.6543885	9.28677
ENSCGRG00015013034	192	154.227	135.405	154.908	179.194
ENSCGRG00015013035	4725	10.91287	12.107734	11.334103	11.581705
ENSCGRG00015013037	3788	5.416932	6.157989	5.62392	5.44959
ENSCGRG00015013038	2427	0	0	0	0
ENSCGRG00015013040	1026	0	0	0	0
ENSCGRG00015013041	924	0	0	0	0
ENSCGRG00015013042	1251	45.1116	46.42	46.0321	47.7077
ENSCGRG00015013043	288	0	0	0	0
ENSCGRG00015013044	3321	0.0184617	0	0	0
ENSCGRG00015013045	408	5.37212	2.26087	2.05758	3.04902
ENSCGRG00015013046	681	0	0	0	0
ENSCGRG00015013047	2094	20.5057	22.5438	19.6448	20.8009
ENSCGRG00015013048	1254	0	0	0	0
ENSCGRG00015013049	5823	0	0	0	0
ENSCGRG00015013050	1047	0	0	0	0
ENSCGRG00015013051	555	0	0	0	0
ENSCGRG00015013053	2031	0	0	0	0
ENSCGRG00015013054	378	0	0	0	0
ENSCGRG00015013056	1563	0.0433026	0.0527554	0	0
ENSCGRG00015013057	639	0	0	0	0
ENSCGRG00015013060	1640	2.3200429	1.79789	1.40045	2.37025
ENSCGRG00015013061	4047	0.0155536	0.146739	0.113566	0.525584
ENSCGRG00015013062	1035	16.2054	23.3701	17.9445	20.2166
ENSCGRG00015013064	2145	0	0.0403269	0.0307481	0
ENSCGRG00015013066	744	0.66309	0.654126	0	0.286006
ENSCGRG00015013067	894	0	0	0	0
ENSCGRG00015013068	342	0	0	0	0
ENSCGRG00015013069	1440	0.0956058	0	0	0
ENSCGRG00015013070	1119	0.196779	0.0796752	0.122203	0.142704
ENSCGRG00015013071	579	0	0.412754	0	0
ENSCGRG00015013073	1947	9.87265	9.59403	10.2108	9.10626
ENSCGRG00015013074	933	0	0	0	0
